,temp
681,16.156068801879883
682,16.15583038330078
683,16.155580520629883
684,16.155324935913086
685,16.155059814453125
686,16.154788970947266
687,16.15450668334961
688,16.154216766357422
689,16.153919219970703
690,16.15361785888672
691,16.153303146362305
692,16.152986526489258
693,16.15266227722168
694,16.152326583862305
695,16.151988983154297
696,16.151639938354492
697,16.151287078857422
698,16.150928497314453
699,16.15056610107422
700,16.150192260742188
701,16.149816513061523
702,16.149433135986328
703,16.1490421295166
704,16.14864730834961
705,16.14824676513672
706,16.147838592529297
707,16.147430419921875
708,16.147014617919922
709,16.146595001220703
710,16.146167755126953
711,16.145734786987305
712,16.14529800415039
713,16.14485740661621
714,16.144412994384766
715,16.14396095275879
716,16.143505096435547
717,16.143041610717773
718,16.142581939697266
719,16.14211082458496
720,19.888410568237305
721,19.96877098083496
722,19.987335205078125
723,19.993541717529297
724,19.996055603027344
725,19.997207641601562
726,19.99779510498047
727,19.998119354248047
728,19.998308181762695
729,19.998432159423828
730,19.998516082763672
731,19.998577117919922
732,19.998626708984375
733,19.9986629486084
734,19.998699188232422
735,19.998729705810547
736,19.99875831604004
737,19.998783111572266
738,19.99880599975586
739,19.99882698059082
740,19.998849868774414
741,19.99886703491211
742,19.99888801574707
743,19.998905181884766
744,19.998920440673828
745,19.998939514160156
746,19.99895477294922
747,19.99897003173828
748,19.99898338317871
749,19.998998641967773
750,19.999013900756836
751,19.999027252197266
752,19.999038696289062
753,19.99905014038086
754,19.99906349182129
755,19.999074935913086
756,19.999086380004883
757,19.999095916748047
758,19.99910545349121
759,19.99911880493164
760,19.999126434326172
761,19.999135971069336
762,19.9991455078125
763,19.999155044555664
764,19.999164581298828
765,19.99917221069336
766,19.99917984008789
767,19.999187469482422
768,19.999195098876953
769,19.999202728271484
770,19.999210357666016
771,19.999217987060547
772,19.999225616455078
773,19.99923324584961
774,19.99924087524414
775,19.99924659729004
776,19.999252319335938
777,19.999258041381836
778,19.999263763427734
779,19.999269485473633
780,19.9992733001709
781,19.999279022216797
782,19.999284744262695
783,19.999290466308594
784,19.99929428100586
785,19.99930191040039
786,19.99930763244629
787,19.999309539794922
788,19.99931526184082
789,19.999319076538086
790,19.999324798583984
791,19.99932861328125
792,19.999332427978516
793,19.999338150024414
794,19.999340057373047
795,19.999343872070312
796,19.99934959411621
797,19.999353408813477
798,19.99935531616211
799,19.999359130859375
800,19.99936294555664
801,19.99936866760254
802,19.999370574951172
803,19.999374389648438
804,19.999378204345703
805,19.999380111694336
806,19.9993839263916
807,19.999385833740234
808,19.9993896484375
809,19.999393463134766
810,19.997934341430664
811,19.99642562866211
812,19.994884490966797
813,19.993310928344727
814,19.991710662841797
815,19.990089416503906
816,19.988449096679688
817,19.98678970336914
818,19.985118865966797
819,19.983434677124023
820,19.98174476623535
821,19.980045318603516
822,19.978342056274414
823,19.976634979248047
824,19.97492218017578
825,19.97321128845215
826,19.971498489379883
827,19.96978187561035
828,19.968067169189453
829,19.966352462768555
830,19.964641571044922
831,19.96293067932129
832,19.961223602294922
833,19.959516525268555
834,19.957815170288086
835,19.956113815307617
836,19.95441436767578
837,19.952722549438477
838,19.951030731201172
839,19.9493465423584
840,19.94766616821289
841,19.945985794067383
842,19.94431495666504
843,19.942646026611328
844,19.940982818603516
845,19.939319610595703
846,19.937664031982422
847,19.93601417541504
848,19.934368133544922
849,19.932727813720703
850,19.93109130859375
851,19.92945671081543
852,19.92782974243164
853,19.926206588745117
854,19.924591064453125
855,19.922971725463867
856,19.921367645263672
857,19.919763565063477
858,19.918163299560547
859,19.916566848754883
860,19.914976119995117
861,19.913394927978516
862,19.91181182861328
863,19.91023826599121
864,19.908666610717773
865,19.9070987701416
866,19.905536651611328
867,19.903980255126953
868,19.90242576599121
869,19.900875091552734
870,19.89933204650879
871,19.89779281616211
872,19.896257400512695
873,19.894723892211914
874,19.893199920654297
875,19.891674041748047
876,19.89015769958496
877,19.888639450073242
878,19.887130737304688
879,19.885623931884766
880,19.884122848510742
881,19.882625579833984
882,19.88113021850586
883,19.879642486572266
884,19.87815284729004
885,19.876670837402344
886,19.875194549560547
887,19.87371826171875
888,19.87224769592285
889,19.87078094482422
890,19.86931610107422
891,19.86785888671875
892,19.86639976501465
893,19.86495018005371
894,19.86349868774414
895,19.862051010131836
896,19.860610961914062
897,19.859174728393555
898,19.857738494873047
899,19.856306076049805
900,19.836795806884766
901,19.825180053710938
902,19.81562042236328
903,19.807037353515625
904,19.79901123046875
905,19.79132652282715
906,19.78386878967285
907,19.776569366455078
908,19.769376754760742
909,19.762256622314453
910,19.755178451538086
911,19.74812126159668
912,19.74106788635254
913,19.733989715576172
914,19.726871490478516
915,19.71968650817871
916,19.712413787841797
917,19.70502281188965
